S_INFO_WINDCODE,TRADE_DT,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE
000852.SH,20161108,8996.906,9042.724,8988.3845,9030.7309
000905.SH,20161108,6487.6487,6518.1891,6476.4443,6503.1781
000300.SH,20161109,3370.5999,3373.096,3322.0798,3353.0547
000852.SH,20161109,9027.9482,9038.9767,8853.8885,8967.5963
000905.SH,20161109,6504.4117,6507.8648,6380.5711,6453.5718
000300.SH,20161110,3374.906,3403.0158,3374.906,3390.6119
000852.SH,20161110,9028.6719,9084.7618,9028.6719,9083.8442
000905.SH,20161110,6501.6388,6538.7419,6501.6388,6536.9651
000300.SH,20161111,3387.9481,3422.6715,3382.8925,3417.2211
000852.SH,20161111,9080.4356,9121.6078,9064.2461,9121.5092
000905.SH,20161111,6539.3598,6584.4097,6527.4524,6583.8864
000300.SH,20161114,3409.2241,3452.6159,3408.1392,3430.2482
000852.SH,20161114,9105.9282,9162.297,9093.4592,9152.1653
000905.SH,20161114,6568.6594,6624.2056,6566.0537,6615.0071
000300.SH,20161115,3428.8663,3434.9216,3415.9948,3429.8697
000852.SH,20161115,9152.1889,9198.2363,9123.2763,9197.8606
000905.SH,20161115,6622.878,6641.0354,6602.2812,6640.4616
000300.SH,20161116,3432.4336,3435.6366,3419.2435,3429.5921
000852.SH,20161116,9208.4914,9236.6779,9202.1841,9211.9488
000905.SH,20161116,6647.5287,6658.4279,6630.1238,6644.1878
000300.SH,20161117,3423.4654,3437.669,3412.8771,3436.535
000852.SH,20161117,9197.9223,9198.086,9131.9045,9174.4386
000905.SH,20161117,6633.3099,6646.309,6596.896,6636.469
000300.SH,20161118,3437.4898,3443.1185,3413.2698,3417.4554
000852.SH,20161118,9176.3315,9191.47,9132.7315,9146.2138
000905.SH,20161118,6632.627,6643.9408,6592.8358,6602.3265
000300.SH,20161121,3412.6523,3463.1423,3412.0801,3441.1106
000852.SH,20161121,9138.0556,9181.9561,9135.2045,9167.4921
000905.SH,20161121,6597.1749,6635.8918,6591.9754,6611.5399
000300.SH,20161122,3443.2201,3469.2189,3443.2201,3468.3637
000852.SH,20161122,9176.5503,9244.5472,9174.5596,9244.2118
000905.SH,20161122,6619.8503,6661.5407,6617.0696,6661.246
000300.SH,20161123,3473.8949,3492.9564,3465.7639,3474.7289
000852.SH,20161123,9250.0401,9257.1733,9161.5209,9180.011
000905.SH,20161123,6668.2484,6676.6675,6617.7752,6631.1733
000300.SH,20161124,3468.8071,3508.1648,3467.0108,3488.7402
000852.SH,20161124,9166.5766,9185.5551,9096.0018,9116.5664
000905.SH,20161124,6635.2237,6656.9659,6607.0277,6623.0489
000300.SH,20161125,3490.0399,3521.3029,3463.9477,3521.2984
000852.SH,20161125,9109.1666,9134.8153,8957.1598,9134.8153
000905.SH,20161125,6620.2193,6652.916,6531.3667,6652.8177
000300.SH,20161128,3538.6754,3553.3603,3528.3196,3535.0807
000852.SH,20161128,9148.9651,9163.6517,9121.5851,9133.9097
000905.SH,20161128,6667.2656,6692.1415,6650.9193,6670.8035
000300.SH,20161129,3525.9011,3583.7185,3521.3787,3564.0404
000852.SH,20161129,9120.5896,9132.1586,9031.2898,9031.2898
000905.SH,20161129,6658.3551,6681.8812,6619.0387,6620.7949
000300.SH,20161130,3557.6357,3567.0689,3527.0231,3538.001
000852.SH,20161130,9013.1475,9053.1694,8983.7001,9014.913
000905.SH,20161130,6605.3611,6615.921,6568.7956,6585.5776
000300.SH,20161201,3543.9555,3575.97,3543.245,3565.036
000852.SH,20161201,9021.9671,9056.2401,9021.9671,9055.9856
000905.SH,20161201,6593.5939,6624.8511,6593.0738,6624.4657
000300.SH,20161202,3559.7711,3562.5497,3516.7881,3528.9547
000852.SH,20161202,9056.0133,9060.6319,8900.4144,8900.4144
000905.SH,20161202,6617.8743,6623.7939,6520.9745,6520.9745
000300.SH,20161205,3473.6876,3496.8838,3457.3433,3469.4073
000852.SH,20161205,8818.6123,8908.1093,8793.0894,8851.5163
000905.SH,20161205,6462.2556,6522.5969,6451.0843,6486.0173
000300.SH,20161206,3466.2417,3477.5901,3456.8067,3459.1533
000852.SH,20161206,8865.3401,8896.5511,8853.9115,8871.7288
000905.SH,20161206,6496.1638,6514.0316,6484.979,6490.8897
000300.SH,20161207,3458.3687,3475.7473,3445.7561,3475.7473
000852.SH,20161207,8870.3001,8969.3418,8855.409,8969.1357
000905.SH,20161207,6493.0029,6558.2433,6481.9199,6558.0247
000300.SH,20161208,3481.8067,3484.3402,3466.512,3470.1426
000852.SH,20161208,8973.0965,8974.1792,8908.3072,8914.5121
000905.SH,20161208,6561.7215,6562.6574,6522.9608,6527.4338
000300.SH,20161209,3464.8733,3507.9276,3461.7612,3493.7004
000852.SH,20161209,8903.7439,8920.306,8864.0689,8881.3429
000905.SH,20161209,6519.3949,6534.8963,6500.2146,6513.9155
000300.SH,20161212,3489.2683,3495.8022,3400.793,3409.1794
000852.SH,20161212,8875.5907,8879.4471,8391.0275,8397.4837
000905.SH,20161212,6512.959,6519.628,6241.6118,6249.0784
000300.SH,20161213,3394.2072,3416.2147,3370.5956,3405.0355
000852.SH,20161213,8371.3672,8458.3208,8299.279,8433.5874
000905.SH,20161213,6235.5581,6292.8031,6190.389,6278.1793
000300.SH,20161214,3399.4113,3412.2795,3378.2656,3378.9453
000852.SH,20161214,8416.9804,8464.9531,8339.6034,8378.0562
000905.SH,20161214,6269.0808,6299.0401,6216.9508,6239.4989
000300.SH,20161215,3363.8597,3378.0367,3327.1429,3340.4338
000852.SH,20161215,8347.605,8516.8535,8340.8536,8467.7081
000905.SH,20161215,6216.1446,6310.7437,6211.2733,6280.3981
000300.SH,20161216,3335.3625,3356.2916,3330.4928,3346.0305
000852.SH,20161216,8470.5363,8565.7865,8466.3521,8559.9905
000905.SH,20161216,6279.2765,6329.1906,6273.0011,6318.5239
000300.SH,20161219,3342.3449,3344.8584,3324.9986,3328.9827
000852.SH,20161219,8554.9619,8556.4374,8521.1189,8551.3258
000905.SH,20161219,6319.8574,6330.3823,6297.3666,6320.7324
000300.SH,20161220,3328.2985,3329.1022,3289.2682,3309.0641
000852.SH,20161220,8543.8702,8561.3373,8509.5913,8546.1909
000905.SH,20161220,6314.6113,6315.5363,6275.3113,6300.6383
000300.SH,20161221,3313.7451,3342.4761,3313.7451,3338.536
000852.SH,20161221,8558.2808,8609.6688,8558.2808,8609.4052
000905.SH,20161221,6311.0581,6348.376,6311.0581,6347.6058
000300.SH,20161222,3335.1218,3340.3628,3322.7196,3335.672
000852.SH,20161222,8602.3543,8618.3696,8560.9674,8607.9453
000905.SH,20161222,6341.2009,6350.2726,6313.8578,6341.7879
000300.SH,20161223,3333.4009,3334.8937,3300.8843,3307.5991
000852.SH,20161223,8602.6692,8609.7924,8502.0484,8509.361
000905.SH,20161223,6339.3466,6343.8546,6277.66,6281.9966
000300.SH,20161226,3293.2236,3322.4212,3267.0481,3322.4006
000852.SH,20161226,8472.4492,8547.2512,8380.6877,8547.0972
000905.SH,20161226,6260.3396,6295.236,6194.2656,6294.7546
000300.SH,20161227,3319.2061,3330.2324,3315.8318,3316.3852
000852.SH,20161227,8541.0012,8575.3794,8534.1485,8555.9901
000905.SH,20161227,6291.6466,6311.0357,6284.0401,6288.8594
000300.SH,20161228,3315.7526,3320.5467,3293.1737,3301.8887
000852.SH,20161228,8551.2248,8568.128,8507.8943,8521.3751
000905.SH,20161228,6288.7324,6295.8909,6257.1041,6270.2395
000300.SH,20161229,3297.036,3312.113,3288.0959,3297.7648
000852.SH,20161229,8505.4587,8551.189,8484.4395,8488.2972
000905.SH,20161229,6261.8676,6286.7413,6242.9837,6252.6076
000300.SH,20161230,3302.5993,3313.5497,3295.7513,3310.0808
000852.SH,20161230,8487.1511,8516.6073,8466.742,8490.8611
000905.SH,20161230,6255.6201,6275.5494,6241.7188,6263.6256
000300.SH,20170103,3313.9534,3345.2629,3313.9534,3342.2272
000852.SH,20170103,8503.6606,8565.3373,8503.6606,8565.1363
000905.SH,20170103,6273.8182,6320.9526,6273.7528,6320.7626
000300.SH,20170104,3340.5576,3369.5658,3338.1527,3368.3117
000852.SH,20170104,8567.228,8670.1575,8554.127,8669.9492
000905.SH,20170104,6321.7473,6395.0039,6314.1267,6394.6694
000300.SH,20170105,3368.3402,3373.4119,3361.462,3367.7892
000852.SH,20170105,8665.228,8694.4443,8657.7442,8670.7612
000905.SH,20170105,6391.5838,6412.8739,6385.1212,6399.2841
000300.SH,20170106,3366.8522,3368.8705,3346.8914,3347.6665
000852.SH,20170106,8661.692,8666.6632,8603.9116,8609.8985
000905.SH,20170106,6398.8633,6401.7389,6364.8875,6371.6168
000300.SH,20170109,3345.7483,3366.2219,3344.3472,3363.9014
000852.SH,20170109,8595.9105,8654.1324,8578.9874,8653.8468
000905.SH,20170109,6365.3886,6415.4682,6357.3566,6415.4176
000300.SH,20170110,3361.6394,3370.5051,3354.0878,3358.2716
000852.SH,20170110,8646.0812,8666.902,8604.1171,8609.5533
000905.SH,20170110,6412.7619,6428.834,6388.9201,6393.9283
000300.SH,20170111,3355.8008,3366.6315,3334.2978,3334.4954
000852.SH,20170111,8592.7486,8619.6442,8514.6339,8519.845
000905.SH,20170111,6381.7048,6402.8989,6331.5065,6331.9638
000300.SH,20170112,3332.6857,3343.1279,3315.9629,3317.6241
000852.SH,20170112,8509.5314,8536.5925,8433.7755,8443.2609
000905.SH,20170112,6325.6232,6339.3218,6269.199,6272.851
000300.SH,20170113,3317.9625,3338.174,3309.3741,3319.9122
000852.SH,20170113,8433.9951,8444.9847,8277.7881,8286.2411
000905.SH,20170113,6272.7899,6282.7162,6182.1048,6194.6575
000300.SH,20170116,3314.1507,3322.7819,3264.2071,3319.4455
000852.SH,20170116,8263.1987,8263.9806,7715.4329,7931.9554
000905.SH,20170116,6184.1292,6184.3369,5872.3953,6031.2414
000300.SH,20170117,3305.6001,3327.3767,3292.2044,3326.3563
000852.SH,20170117,7900.9272,8031.9883,7808.2053,8028.6514
000905.SH,20170117,6006.0795,6082.2006,5957.0439,6082.0657
000300.SH,20170118,3323.3389,3350.9619,3320.4062,3339.3653
000852.SH,20170118,8009.5059,8036.381,7972.29,7989.1406
000905.SH,20170118,6067.1677,6098.7843,6049.9691,6068.593
000300.SH,20170119,3330.9522,3346.4959,3324.6835,3329.2891
000852.SH,20170119,7966.4722,8000.8241,7927.7117,7955.3917
000905.SH,20170119,6054.7251,6074.4639,6029.6401,6043.675
000300.SH,20170120,3326.9773,3358.4121,3326.374,3354.8891
000852.SH,20170120,7945.1876,8102.3867,7944.3927,8087.7723
000905.SH,20170120,6037.5604,6129.5799,6034.9691,6121.9983
000300.SH,20170123,3359.0543,3378.7388,3355.8475,3364.0808
000852.SH,20170123,8100.0352,8185.7288,8100.0352,8169.1089
000905.SH,20170123,6130.4404,6189.1736,6130.1951,6172.1671
000300.SH,20170124,3363.1374,3371.32,3355.899,3364.4509
000852.SH,20170124,8160.7815,8163.779,8115.128,8123.5863
000905.SH,20170124,6167.8403,6177.2076,6154.0678,6165.2642
000300.SH,20170125,3361.6561,3376.4415,3357.2183,3375.9042
000852.SH,20170125,8107.6683,8160.4378,8099.9887,8150.5957
000905.SH,20170125,6156.7761,6187.4333,6152.1441,6179.5681
000300.SH,20170126,3378.2609,3395.8848,3378.2609,3387.9606
000852.SH,20170126,8157.0163,8206.0136,8157.0163,8205.8706
000905.SH,20170126,6183.1588,6224.1897,6183.1588,6223.7061
000300.SH,20170203,3390.9315,3392.4773,3362.5653,3364.4923
000852.SH,20170203,8212.4095,8217.6947,8157.6731,8182.2785
000905.SH,20170203,6227.4615,6231.6039,6190.8278,6207.0921
000300.SH,20170206,3368.1081,3381.3348,3358.7516,3373.2051
000852.SH,20170206,8181.9051,8280.0082,8175.462,8280.0082
000905.SH,20170206,6206.5352,6259.4103,6195.4953,6259.2471
000300.SH,20170207,3371.7695,3376.7099,3354.6251,3365.6849
000852.SH,20170207,8271.7629,8295.9851,8233.7988,8282.3749
000905.SH,20170207,6254.2002,6269.4606,6223.5399,6255.927
000300.SH,20170208,3361.7811,3383.6859,3347.4302,3383.2878
000852.SH,20170208,8267.7937,8342.5234,8226.5801,8342.4339
000905.SH,20170208,6248.4708,6291.7658,6219.0209,6291.5977
000300.SH,20170209,3381.8992,3406.5888,3379.7872,3396.2924
000852.SH,20170209,8337.9999,8411.1436,8330.7992,8410.2611
000905.SH,20170209,6288.8842,6331.3294,6285.7284,6331.1771
000300.SH,20170210,3398.3173,3422.3256,3398.0295,3413.4868
000852.SH,20170210,8404.5077,8414.1834,8374.5337,8380.7863
000905.SH,20170210,6329.6825,6350.3394,6320.2482,6337.1081
000300.SH,20170213,3416.9168,3439.5432,3416.8746,3436.275
000852.SH,20170213,8373.7548,8433.3212,8363.2519,8432.9571
000905.SH,20170213,6341.7267,6370.2071,6331.9619,6369.6526
000300.SH,20170214,3438.511,3440.6748,3424.4028,3435.8042
000852.SH,20170214,8427.6982,8433.1362,8399.0562,8423.8355
000905.SH,20170214,6366.937,6378.0622,6346.5932,6374.8852
000300.SH,20170215,3435.3882,3448.0322,3417.0811,3421.7131
000852.SH,20170215,8415.5738,8434.5215,8331.356,8344.0744
000905.SH,20170215,6367.6437,6379.7876,6301.0125,6311.6959
000300.SH,20170216,3421.8299,3440.9331,3418.3514,3440.9331
000852.SH,20170216,8333.8121,8401.7081,8329.709,8397.5621
000905.SH,20170216,6308.3181,6363.8696,6306.5107,6359.3361
000300.SH,20170217,3443.6166,3457.5562,3419.6143,3421.4419
000852.SH,20170217,8390.1201,8401.073,8307.234,8324.4171
000905.SH,20170217,6356.0922,6365.6958,6300.51,6307.1627
000300.SH,20170220,3421.6434,3472.6035,3421.6434,3471.3926
000852.SH,20170220,8318.277,8397.4341,8312.5608,8397.2435
000905.SH,20170220,6307.2342,6385.0625,6307.2342,6385.0625
000300.SH,20170221,3475.0584,3490.0855,3472.017,3482.823
000852.SH,20170221,8399.0427,8479.6086,8393.5378,8479.6076
000905.SH,20170221,6390.508,6434.5346,6386.904,6434.4383
000300.SH,20170222,3483.2008,3489.946,3473.524,3489.7567
000852.SH,20170222,8477.7456,8510.4179,8457.6292,8510.3052
000905.SH,20170222,6432.7507,6474.4899,6431.4088,6474.225
000300.SH,20170223,3487.5745,3492.9616,3460.118,3473.3236
000852.SH,20170223,8507.9586,8515.4503,8460.4433,8512.7047
000905.SH,20170223,6470.617,6482.2481,6435.7455,6473.993
000300.SH,20170224,3468.9588,3473.8517,3455.2514,3473.8517
000852.SH,20170224,8500.6989,8544.318,8487.5007,8543.4486
000905.SH,20170224,6466.1821,6477.4217,6445.0669,6476.1655
000300.SH,20170227,3471.1319,3472.8356,3441.3938,3446.2228
000852.SH,20170227,8534.7233,8546.6197,8470.7492,8476.9064
000905.SH,20170227,6476.376,6480.1867,6417.7848,6424.2549
000300.SH,20170228,3445.0274,3460.9089,3441.3589,3452.8103
000852.SH,20170228,8470.4375,8508.3479,8460.4829,8508.0859
000905.SH,20170228,6424.9954,6451.2916,6414.7839,6450.9701
000300.SH,20170301,3452.2058,3472.6962,3449.109,3458.4376
000852.SH,20170301,8497.8906,8548.8208,8491.7365,8526.4715
000905.SH,20170301,6446.4356,6488.8245,6440.8074,6467.6385
000300.SH,20170302,3463.4829,3468.471,3434.001,3435.0963
000852.SH,20170302,8529.5843,8539.1072,8467.3898,8471.44
000905.SH,20170302,6476.1055,6484.1156,6431.4355,6434.6262
000300.SH,20170303,3424.6627,3428.8824,3412.8312,3427.8628
000852.SH,20170303,8450.9693,8509.8796,8425.385,8505.4516
000905.SH,20170303,6417.3888,6457.228,6398.8848,6452.839
000300.SH,20170306,3427.2533,3449.0342,3425.9041,3446.484
000852.SH,20170306,8513.2064,8608.3975,8513.2064,8608.1538
000905.SH,20170306,6457.5928,6518.0421,6457.5928,6517.3235
000300.SH,20170307,3446.1628,3454.0386,3440.0574,3453.9565
000852.SH,20170307,8614.8547,8625.5183,8574.287,8624.4654
000905.SH,20170307,6517.8451,6523.3598,6491.2635,6523.1868
000300.SH,20170308,3452.2006,3457.0351,3441.2575,3448.7313
000852.SH,20170308,8622.1144,8624.4352,8563.9653,8589.8697
000905.SH,20170308,6519.9741,6525.1932,6478.5482,6497.0878
000300.SH,20170309,3442.8953,3443.0455,3414.6782,3426.9438
000852.SH,20170309,8578.8856,8579.245,8513.6475,8535.5563
000905.SH,20170309,6484.5815,6484.8275,6425.0028,6439.3822
000300.SH,20170310,3423.9776,3436.2388,3423.9369,3427.8916
000852.SH,20170310,8526.5362,8561.5224,8519.6716,8537.7803
000905.SH,20170310,6436.7583,6464.6026,6436.6388,6447.9165
000300.SH,20170313,3425.6723,3458.098,3412.6879,3458.098
000852.SH,20170313,8529.1717,8598.5181,8477.7016,8598.5181
000905.SH,20170313,6444.5584,6508.0665,6412.708,6507.8964
000300.SH,20170314,3456.6584,3465.3915,3448.9034,3456.6934
000852.SH,20170314,8604.7655,8618.2902,8563.6143,8581.7132
000905.SH,20170314,6508.369,6518.7786,6480.0806,6493.4846
000300.SH,20170315,3452.2139,3463.9191,3445.2676,3463.6436
000852.SH,20170315,8563.4665,8582.8962,8540.1023,8574.0297
000905.SH,20170315,6486.3,6499.5423,6471.7207,6486.0616
000300.SH,20170316,3472.2694,3492.1267,3472.2694,3481.5066
000852.SH,20170316,8582.9594,8664.9807,8582.9594,8664.9807
000905.SH,20170316,6499.8323,6543.3407,6499.8323,6543.3407
000300.SH,20170317,3485.3114,3488.4969,3441.4685,3445.8051
000852.SH,20170317,8671.5191,8704.8464,8601.5721,8603.8652
000905.SH,20170317,6543.5573,6555.5786,6480.2914,6483.2463
000300.SH,20170320,3449.0515,3454.063,3429.8254,3449.6126
000852.SH,20170320,8594.7141,8635.0751,8569.8261,8634.8437
000905.SH,20170320,6484.5404,6498.5658,6451.354,6498.3416
000300.SH,20170321,3449.7696,3466.7026,3445.6416,3466.3468
000852.SH,20170321,8629.0628,8640.0999,8607.6616,8639.5664
000905.SH,20170321,6494.7728,6516.0101,6484.687,6515.9458
000300.SH,20170322,3450.7544,3464.3328,3433.4994,3450.0502
000852.SH,20170322,8604.6059,8625.4058,8547.047,8592.5076
000905.SH,20170322,6486.3011,6514.6285,6459.975,6499.7928
000300.SH,20170323,3452.4056,3470.8164,3435.6912,3461.9782
000852.SH,20170323,8592.3367,8624.0718,8500.5214,8590.9601
000905.SH,20170323,6502.1273,6533.6523,6445.8112,6512.1874
000300.SH,20170324,3464.1966,3499.3179,3461.1108,3489.5997
000852.SH,20170324,8583.9521,8606.6108,8552.6844,8602.2898
000905.SH,20170324,6509.2327,6552.7481,6500.0657,6546.615
000300.SH,20170327,3488.7647,3505.9789,3474.5206,3478.0385
000852.SH,20170327,8603.2297,8611.398,8570.8632,8586.9104
000905.SH,20170327,6545.4462,6555.7939,6510.4398,6516.0326
000300.SH,20170328,3480.249,3482.2923,3461.4678,3469.8093
000852.SH,20170328,8579.0526,8591.8389,8546.1232,8558.072
000905.SH,20170328,6509.0377,6519.0858,6483.6403,6498.6902
000300.SH,20170329,3472.9665,3483.0571,3455.5529,3465.1933
000852.SH,20170329,8555.9892,8565.8647,8484.7367,8488.2171
000905.SH,20170329,6504.2455,6522.5117,6461.5358,6480.543
000300.SH,20170330,3461.6159,3467.3049,3422.366,3436.758
000852.SH,20170330,8471.2405,8473.3411,8303.0008,8315.0453
000905.SH,20170330,6467.063,6471.935,6369.1202,6375.7437
000300.SH,20170331,3434.8222,3456.3051,3430.8197,3456.0455
000852.SH,20170331,8314.0802,8351.421,8291.6851,8339.1462
000905.SH,20170331,6374.565,6402.2179,6365.4474,6401.6479
000300.SH,20170405,3476.4231,3504.5379,3475.1486,3503.8932
000852.SH,20170405,8369.3931,8522.0098,8369.3931,8522.0098
000905.SH,20170405,6450.8955,6539.9665,6450.8955,6539.9665
000300.SH,20170406,3507.9879,3517.7779,3495.7246,3514.0469
000852.SH,20170406,8531.1966,8557.5199,8514.0888,8543.663
000905.SH,20170406,6554.7454,6569.7021,6535.0376,6559.6526
000300.SH,20170407,3514.4521,3526.815,3506.3885,3517.4634
000852.SH,20170407,8539.1441,8567.7963,8523.2973,8544.747
000905.SH,20170407,6554.2567,6593.949,6544.2362,6578.726
000300.SH,20170410,3519.4597,3522.7955,3502.0826,3505.1392
000852.SH,20170410,8522.9149,8523.3953,8439.3067,8449.1568
000905.SH,20170410,6575.4597,6595.1986,6556.0781,6566.5441
000300.SH,20170411,3503.8294,3520.1315,3466.139,3517.328
000852.SH,20170411,8432.4682,8514.4359,8373.8399,8514.4359
000905.SH,20170411,6566.84,6631.9963,6531.5307,6629.1661
000300.SH,20170412,3514.5723,3523.0975,3497.9991,3509.4387
000852.SH,20170412,8505.6998,8505.9222,8439.4425,8444.3937
000905.SH,20170412,6625.8795,6626.761,6571.4755,6576.4761
000300.SH,20170413,3500.2838,3518.4385,3496.5699,3514.5662
000852.SH,20170413,8429.7314,8490.862,8423.3049,8470.3131
000905.SH,20170413,6569.2398,6627.702,6562.7621,6615.7042
000300.SH,20170414,3516.8103,3517.4664,3476.9468,3486.5045
000852.SH,20170414,8460.6355,8463.0647,8338.8721,8345.6516
000905.SH,20170414,6623.4544,6623.8014,6522.7905,6528.1624
000300.SH,20170417,3475.7381,3480.5696,3453.6759,3479.9417
000852.SH,20170417,8309.7795,8309.7795,8183.0729,8220.6567
000905.SH,20170417,6500.9489,6502.036,6426.2797,6456.598
000300.SH,20170418,3474.8892,3489.0845,3462.6297,3462.7429
000852.SH,20170418,8216.2088,8247.0466,8133.0473,8136.409
000905.SH,20170418,6452.918,6491.8082,6416.1723,6418.2114
000300.SH,20170419,3452.9904,3459.3524,3418.514,3445.8761
000852.SH,20170419,8101.7968,8101.7968,7939.294,8033.5026
000905.SH,20170419,6390.3311,6401.4112,6285.9903,6350.6465
000300.SH,20170420,3444.5225,3465.6088,3440.7151,3461.5481
000852.SH,20170420,8021.0623,8059.1148,7925.3034,7987.6508
000905.SH,20170420,6349.4075,6377.8003,6299.8941,6347.7732
000300.SH,20170421,3461.389,3475.5622,3449.5421,3466.7865
000852.SH,20170421,7984.4705,8014.8271,7938.3223,7945.39
000905.SH,20170421,6345.7705,6364.6737,6296.8103,6300.7128
000300.SH,20170424,3458.2279,3458.2279,3403.9792,3431.2587
000852.SH,20170424,7921.4172,7921.4172,7698.1008,7698.2848
000905.SH,20170424,6282.331,6282.7398,6137.9201,6138.5049
000300.SH,20170425,3427.7322,3449.6716,3422.6521,3440.9743
000852.SH,20170425,7699.9836,7779.6742,7691.3249,7723.9994
000905.SH,20170425,6139.4842,6203.6818,6131.9512,6160.4612
000300.SH,20170426,3440.2526,3466.5651,3439.1505,3445.1832
000852.SH,20170426,7721.6604,7763.0718,7718.7592,7751.9441
000905.SH,20170426,6159.8926,6195.3247,6157.3991,6176.3981
000300.SH,20170427,3435.1017,3449.2723,3399.5392,3446.7202
000852.SH,20170427,7737.0678,7810.1137,7593.0245,7799.1219
000905.SH,20170427,6157.5184,6205.2293,6052.8806,6192.3044
000300.SH,20170428,3439.5735,3439.904,3417.2375,3439.753
000852.SH,20170428,7777.7498,7842.1107,7768.0501,7842.0823
000905.SH,20170428,6174.142,6214.1617,6166.7979,6211.8624
000300.SH,20170502,3427.9169,3436.3064,3418.6652,3426.5766
000852.SH,20170502,7831.4447,7851.4061,7811.841,7845.4678
000905.SH,20170502,6205.1005,6216.4949,6186.1678,6216.115
000300.SH,20170503,3421.7586,3432.2248,3403.0782,3413.1282
000852.SH,20170503,7832.0173,7860.3028,7796.8186,7830.6375
000905.SH,20170503,6205.6817,6225.6265,6174.6918,6197.4779
000300.SH,20170504,3404.9379,3421.3953,3391.277,3404.3864
000852.SH,20170504,7804.7786,7877.3243,7763.8439,7804.5795
000905.SH,20170504,6180.0292,6236.8865,6151.8088,6176.3053
000300.SH,20170505,3393.4831,3395.4532,3366.5568,3382.5502
000852.SH,20170505,7780.1407,7787.572,7700.2065,7700.2646
000905.SH,20170505,6155.1974,6164.2461,6089.0909,6089.6828
000300.SH,20170508,3369.1084,3374.1571,3339.5743,3358.8125
000852.SH,20170508,7679.1638,7691.4844,7555.057,7555.2827
000905.SH,20170508,6076.458,6083.362,5975.2213,5975.5395
000300.SH,20170509,3342.5981,3358.0463,3327.5901,3352.5324
000852.SH,20170509,7522.216,7603.3581,7475.4093,7602.9617
000905.SH,20170509,5953.8391,6012.4429,5919.5993,6012.0016
000300.SH,20170510,3350.6502,3369.4345,3336.003,3337.7007
000852.SH,20170510,7597.7685,7637.6382,7451.3622,7451.7759
000905.SH,20170510,6010.7303,6038.9734,5885.5213,5885.841
000300.SH,20170511,3322.9455,3359.6003,3312.8921,3356.6459
000852.SH,20170511,7400.4191,7408.1053,7199.4118,7387.1534
000905.SH,20170511,5856.4147,5873.9064,5731.4825,5872.6391
000300.SH,20170512,3350.9371,3387.2677,3349.1671,3385.3787
000852.SH,20170512,7368.0731,7395.3571,7306.3752,7371.3016
000905.SH,20170512,5859.3374,5889.93,5820.2939,5863.7832
000300.SH,20170515,3391.5881,3406.581,3391.5881,3399.1937
000852.SH,20170515,7386.2038,7425.3221,7386.2038,7391.6054
000905.SH,20170515,5880.6961,5912.2661,5880.6961,5893.5075
000300.SH,20170516,3390.925,3428.8531,3373.552,3428.6491
000852.SH,20170516,7377.762,7549.9152,7324.1379,7549.7649
000905.SH,20170516,5882.3298,6014.8806,5839.2197,6014.7344
000300.SH,20170517,3423.19,3433.9695,3408.1541,3409.9656
000852.SH,20170517,7545.2127,7609.5326,7538.6694,7570.4388
000905.SH,20170517,6006.4691,6055.9183,6001.0394,6027.6504
000300.SH,20170518,3387.6655,3409.9319,3383.935,3398.1127
000852.SH,20170518,7509.4056,7581.8272,7490.7766,7519.1915
000905.SH,20170518,5983.3497,6030.109,5965.3503,5976.2998
000300.SH,20170519,3395.2318,3405.9448,3392.3776,3403.8492
000852.SH,20170519,7517.1306,7540.9152,7472.2842,7510.1064
000905.SH,20170519,5973.768,5990.4353,5942.6096,5974.9772
000300.SH,20170522,3400.5882,3424.1776,3391.1748,3411.2387
000852.SH,20170522,7500.5067,7521.6259,7354.072,7372.79
000905.SH,20170522,5962.2861,5987.3066,5873.0412,5888.8127
000300.SH,20170523,3405.0254,3434.7662,3401.5338,3424.194
000852.SH,20170523,7352.2513,7359.7791,7132.3108,7138.2383
000905.SH,20170523,5879.5592,5893.816,5760.3248,5764.8759
000300.SH,20170524,3409.7169,3424.1669,3383.8922,3424.1669
000852.SH,20170524,7099.2704,7172.6582,6996.6403,7172.143
000905.SH,20170524,5740.4428,5799.6834,5668.7221,5799.2499
000300.SH,20170525,3414.3992,3490.4176,3413.2246,3485.6581
000852.SH,20170525,7160.1626,7241.2328,7078.5469,7232.6313
000905.SH,20170525,5788.5567,5859.5019,5740.7985,5850.8006
000300.SH,20170526,3479.6206,3498.3148,3473.04,3480.4345
000852.SH,20170526,7224.8098,7265.152,7221.0773,7233.3384
000905.SH,20170526,5843.5212,5871.2139,5833.0876,5836.9338
000300.SH,20170531,3495.073,3515.0812,3474.9215,3492.8845
000852.SH,20170531,7303.5818,7327.3193,7211.0698,7212.6958
000905.SH,20170531,5887.9405,5913.1835,5820.2063,5824.1042
000300.SH,20170601,3485.2223,3499.8142,3476.4283,3497.7382
000852.SH,20170601,7191.6866,7191.6903,7015.8737,7016.304
000905.SH,20170601,5810.4191,5810.5989,5709.6885,5709.9994
000300.SH,20170602,3491.5893,3498.1189,3470.2017,3486.5074
000852.SH,20170602,6989.4398,7105.0282,6927.917,7094.4274
000905.SH,20170602,5696.8285,5780.5015,5655.762,5772.5174
000300.SH,20170605,3480.1692,3484.1244,3462.3144,3468.7538
