date,strategy_nav,benchmark_nav,excess_nav
2015-05-04,0.99977030176,1.0,0.99977030176
2015-05-05,0.97778630176,0.9634407267932329,1.0148899403645886
2015-05-06,0.96809030176,0.9497699366228536,1.0192892662009172
2015-05-07,0.95251430176,0.9286758292510142,1.0256693151238918
2015-05-08,0.97344230176,0.9636697385259423,1.0101409879789378
2015-05-11,1.01419430176,1.0056092011720608,1.0085372136391881
2015-05-12,1.03279430176,1.0276361582852955,1.00501942582802
2015-05-13,1.0435017601599996,1.036948322897378,1.0063199265748466
2015-05-14,1.0457337601599994,1.035592817844256,1.009792403096087
2015-05-15,1.0526457601599994,1.0273079747196427,1.0246642545992808
2015-05-18,1.0701177601599996,1.046191748738996,1.0228696235177177
2015-05-19,1.1067417601599996,1.0721876942090582,1.0322276278095428
2015-05-20,1.1318457601599994,1.0901065403941328,1.0382891196586854
2015-05-21,1.1700777601599994,1.1302795928925757,1.035210904910327
2015-05-22,1.1833017601599993,1.1489563280853339,1.0298927219730798
2015-05-25,1.2120057601599992,1.1797323794037025,1.0273565270562544
2015-05-26,1.2633657601599992,1.218918178655237,1.0364647785906342
2015-05-27,1.2890457601599992,1.233460247429023,1.045064697339729
2015-05-28,1.229693760159999,1.1595612515908327,1.0604819352776318
2015-05-29,1.2297177601599991,1.1711259328350536,1.050030338909076
2015-06-01,1.3183737601599992,1.232399202818266,1.0697619384572186
2015-06-02,1.3669977601599992,1.2791756423638099,1.06865524552508
2015-06-03,1.3516857601599992,1.2901726706163847,1.0476781836606617
2015-06-04,1.305797760159999,1.2884594889525045,1.0134565901032637
2015-06-05,1.3271817601599991,1.3095053029317616,1.0134985762857645
2015-06-08,1.2986697601599992,1.2961570562227918,1.0019385798388738
2015-06-09,1.2973017601599992,1.2941383689124035,1.0024443995507637
2015-06-10,1.347101760159999,1.3169711206687378,1.0228787397220687
2015-06-11,1.358477760159999,1.3355641238139184,1.0171565228037476
2015-06-12,1.3898457601599992,1.3566672201018957,1.0244559163562688
2015-06-15,1.368413760159999,1.3316394220256176,1.0276158376855817
2015-06-16,1.3099737601599992,1.2784043346081144,1.0246943980845953
2015-06-17,1.337350941039999,1.3043382154310668,1.0253099427881303
2015-06-18,1.307926941039999,1.2609603029487992,1.0372467221857553
2015-06-19,1.2345829410399989,1.1735420594911146,1.052014225698356
2015-06-23,1.2107749410399988,1.180530794910417,1.0256191081672519
2015-06-24,1.221742941039999,1.2064684240526475,1.0126605194821783
2015-06-25,1.172998941039999,1.1639886981711138,1.0077408336378544
2015-06-26,1.0582549410399988,1.0666923291409733,0.9920901389552794
2015-06-29,0.9642229410399988,0.9969640258876086,0.9671592113682739
2015-06-30,1.0237189410399987,1.0464767150058851,0.9782529571470127
2015-07-01,0.9749509410399988,0.9884176581793673,0.986375479001282
2015-07-02,0.9267109410399988,0.9206416770097954,1.0065924280659508
2015-07-03,0.9134629410399988,0.8642861666690754,1.0568987174241706
2015-07-06,0.8913109410399989,0.8502455971642496,1.0482982140839199
2015-07-07,0.8166949410399988,0.7947290288292754,1.0276394990165159
2015-07-08,0.7372789410399989,0.7757932248482783,0.9503549624117797
2015-07-09,0.8087509410399988,0.8103362900404807,0.9980435912596205
2015-07-10,0.8873749410399988,0.8512778772433662,1.0424033852653651
2015-07-13,0.9532309410399988,0.9042538371215447,1.0541630036919278
2015-07-14,0.9483829410399989,0.9234563122812918,1.0269927536659842
2015-07-15,0.8802682871199988,0.8701381860790243,1.0116419451565761
2015-07-16,0.9145402871199988,0.8905205827966716,1.0269726548575593
2015-07-17,0.9912442871199988,0.939394271604625,1.055195158287272
2015-07-20,0.9815002871199988,0.953705859868555,1.0291436054039498
2015-07-21,0.9821242871199988,0.9659222199074294,1.0167736768847933
2015-07-22,0.9881962871199987,0.9776458463393549,1.0107916796457002
2015-07-23,1.0619722871199988,1.0048775033984567,1.056817655414167
2015-07-24,1.0361722871199988,0.9899644802685065,1.0466762270490346
2015-07-27,0.9683482871199988,0.9158331826367981,1.0573413428109288
2015-07-28,0.9283162871199988,0.8988704516231222,1.0327587089370946
2015-07-29,0.9556522871199988,0.9426959063770897,1.0137439662729653
2015-07-30,0.9420202871199987,0.9165850790337232,1.0277499696079382
2015-07-31,0.9403882871199988,0.9079464251198023,1.035731031151883
2015-08-03,0.9085882871199987,0.8859904980693806,1.0255056787853367
2015-08-04,0.9700282871199988,0.9332134341172961,1.0394495531855743
2015-08-05,0.9641482871199988,0.9211391812049166,1.0466912132201598
2015-08-06,0.9646282871199988,0.9155801887108379,1.053570510823549
2015-08-07,0.9979642871199987,0.9415823500457847,1.0598799850819978
2015-08-10,1.0600762871199987,0.9863233582214683,1.0747756081043454
2015-08-11,1.0508842871199988,0.9911692535357286,1.0602470600972063
2015-08-12,1.0337002871199987,0.9795376430544878,1.0552940915028195
2015-08-13,1.0561402871199987,1.0028139185082487,1.0531767336168174
2015-08-14,1.067036287119999,1.0134847019810045,1.0528390660799518
2015-08-17,1.0933402871199989,1.0364228179347326,1.054917228953609
2015-08-18,1.0019482871199987,0.9589667963538135,1.0448206245822165
2015-08-19,1.0297359807999988,0.9800835933950149,1.0506613800492137
2015-08-20,1.016295980799999,0.9458350943971322,1.0744959526457178
2015-08-21,0.9753999807999989,0.8945325651981363,1.090401868806141
2015-08-24,0.8884239807999991,0.8232423643269987,1.0791767033591455
2015-08-25,0.810159980799999,0.7615799506514379,1.0637884835426756
2015-08-26,0.773679980799999,0.7330403064174634,1.0554398905854863
2015-08-27,0.8040639807999991,0.7586004598329988,1.059930784878523
2015-08-28,0.8587839807999991,0.8040548824443647,1.0680663715258532
2015-08-31,0.820671980799999,0.7733185351098253,1.0612340756625582
2015-09-01,0.758079980799999,0.724895243876345,1.0457786655437276
2015-09-02,0.7516239807999991,0.7194133093064893,1.0447735273685175
2015-09-07,0.8019279807999992,0.7218812426700677,1.1108862973553066
2015-09-08,0.8576319807999991,0.7490593187388586,1.144945345909236
2015-09-09,0.8701119807999991,0.7697575730443438,1.130371445855037
2015-09-10,0.8676879807999991,0.7567503293879629,1.146597427320262
2015-09-11,0.8733279807999991,0.762979096011142,1.1446289752442256
2015-09-14,0.8015679807999991,0.7108635105348334,1.1275975892994172
2015-09-15,0.7857279807999991,0.6707059095719737,1.1714940476690139
2015-09-16,0.8282647349199991,0.7149815268960709,1.158442146772269
2015-09-17,0.838428734919999,0.7009485127808874,1.196134551443277
2015-09-18,0.836580734919999,0.7093466749999208,1.1793679513900484
2015-09-21,0.8749687349199989,0.7344401920408494,1.1913410300825875
2015-09-22,0.877824734919999,0.7397849545754229,1.1865944684206233
2015-09-23,0.863908734919999,0.731404088676069,1.1811647600764437
2015-09-24,0.8731767349199991,0.7420391514886174,1.1767259627316218
2015-09-25,0.8341447349199992,0.7177474927680351,1.1621701828634348
2015-09-28,0.8630127349199992,0.7308272822652445,1.1808709880740051
2015-09-29,0.8476407349199991,0.7171869369075614,1.1818965060559266
2015-09-30,0.8531007349199992,0.719551268606322,1.1856010435119448
2015-10-08,0.8965007349199992,0.748781696357703,1.1972791793400475
2015-10-09,0.9190967349199992,0.7602450907298894,1.2089479381413708
2015-10-12,0.957988734919999,0.7894644380264758,1.213466609483772
2015-10-13,0.962608734919999,0.7992588080509199,1.2043767615991945
